batting_team,bowling_team,current_over,current_score,wickets_lost,target_over,target_score
KKR,PBKS,13,94,0,16,142
RCB,DC,7,65,4,20,181
CSK,LSG,8,51,1,14,146
PBKS,MI,8,55,6,11,81
LSG,MI,12,118,3,13,126
MI,GT,6,40,4,13,109
LSG,PBKS,12,91,1,13,103
LSG,SRH,8,61,4,14,108
MI,CSK,15,117,9,17,130
RR,MI,10,72,8,15,98
RCB,GT,9,61,4,19,141
LSG,KKR,10,93,5,12,107
PBKS,CSK,6,53,0,7,63
KKR,MI,15,112,0,19,156
RR,KKR,10,64,1,17,166
SRH,LSG,5,37,1,11,104
DC,SRH,14,133,1,20,183
GT,MI,14,86,6,16,107
SRH,PBKS,10,91,3,11,104
DC,GT,15,109,9,18,121
PBKS,KKR,12,75,7,13,84
CSK,LSG,11,74,8,18,109
PBKS,KKR,7,51,1,8,67
MI,SRH,14,100,6,15,109
SRH,PBKS,7,59,2,16,134
RCB,MI,5,46,4,11,88
RCB,CSK,15,134,5,17,152
CSK,DC,14,112,0,15,128
RR,DC,11,88,1,15,146
RR,RCB,6,40,4,7,49
PBKS,RR,13,111,5,20,175
PBKS,RCB,6,41,0,13,163
RR,CSK,8,53,2,17,172
MI,SRH,14,90,6,20,134
GT,RCB,7,47,1,8,63
RR,SRH,7,65,1,18,163
CSK,DC,10,74,6,20,160
KKR,PBKS,5,38,2,20,231
RCB,LSG,13,105,0,19,184
GT,MI,8,64,4,17,164
PBKS,CSK,15,93,4,18,114
LSG,SRH,12,81,0,13,92
LSG,MI,13,90,7,14,96
CSK,PBKS,6,59,1,17,173
MI,SRH,12,75,0,14,106
KKR,PBKS,6,40,0,19,196
MI,DC,12,100,8,17,126
DC,SRH,7,44,1,16,171
CSK,RCB,9,60,0,19,199
CSK,MI,12,88,0,19,203
SRH,KKR,8,78,6,12,116
PBKS,CSK,5,30,1,13,147
PBKS,KKR,11,98,6,12,107
KKR,RCB,8,65,1,19,214
CSK,MI,12,104,9,17,125
KKR,LSG,6,36,4,13,100
MI,DC,8,71,2,15,165
MI,DC,7,51,4,13,110
KKR,RR,6,43,2,12,117
RCB,LSG,11,90,2,17,146
DC,PBKS,11,103,2,16,169
DC,GT,7,47,0,17,140
DC,GT,15,132,9,20,157
RR,PBKS,11,77,8,12,81
RCB,CSK,11,92,1,16,159
KKR,MI,9,58,3,10,70
PBKS,LSG,7,55,0,19,215
SRH,DC,8,54,3,16,156
GT,PBKS,6,42,4,18,148
RR,KKR,12,90,8,13,97
PBKS,RR,10,73,6,20,129
RCB,MI,10,79,7,18,130
PBKS,DC,13,90,7,14,96
SRH,GT,8,74,1,19,189
LSG,KKR,14,87,9,15,91
MI,GT,8,61,6,15,115
DC,MI,6,38,4,8,59
RCB,MI,10,86,7,18,128
DC,SRH,8,79,1,18,210
CSK,LSG,13,92,2,15,114
RCB,SRH,15,106,0,19,175
DC,GT,12,80,4,14,100
RCB,KKR,14,112,9,16,124
MI,RCB,9,75,1,14,133
GT,SRH,11,91,8,16,123
GT,KKR,13,84,1,20,154
RR,LSG,7,50,3,12,99
KKR,PBKS,11,80,0,18,156
RR,KKR,12,99,4,14,112
GT,DC,5,31,3,10,99
PBKS,LSG,7,45,5,9,66
GT,PBKS,8,68,6,16,138
DC,RCB,14,85,5,19,126
PBKS,RCB,14,101,3,16,116
KKR,GT,11,82,3,16,133
DC,MI,15,146,8,17,160
KKR,GT,6,53,1,18,177
MI,CSK,11,95,0,19,208
GT,PBKS,11,66,5,18,125
CSK,GT,8,64,1,9,78
RR,LSG,7,56,0,19,202
LSG,KKR,8,72,0,14,172
MI,SRH,5,32,4,13,123
GT,RR,10,82,6,15,119
CSK,RCB,9,84,5,11,98
KKR,DC,8,72,4,20,169
DC,KKR,15,146,4,17,165
LSG,RR,9,70,1,15,138
RCB,PBKS,12,77,0,19,180
DC,CSK,13,80,9,14,84
KKR,LSG,10,78,2,14,126
SRH,CSK,15,122,9,19,142
PBKS,GT,5,45,2,10,120
SRH,RR,8,62,5,17,167
SRH,DC,6,43,0,19,256
CSK,MI,7,64,2,16,165
LSG,PBKS,11,69,1,16,130
RR,PBKS,7,49,0,14,162
MI,KKR,7,61,5,17,178
KKR,GT,5,30,1,20,242
RCB,CSK,9,89,4,15,149
CSK,SRH,8,51,3,14,99
KKR,LSG,13,92,7,19,129
GT,LSG,7,59,0,15,189
RR,CSK,5,36,3,14,151
SRH,RCB,10,91,3,11,99
CSK,SRH,10,77,1,17,187
MI,LSG,10,97,1,17,178
PBKS,GT,15,133,7,18,161
DC,KKR,11,108,8,13,120
PBKS,SRH,8,55,6,12,94
LSG,CSK,11,79,4,13,92
RR,MI,6,46,3,16,174
RR,GT,7,59,1,13,134
GT,RCB,6,56,1,11,117
RCB,KKR,10,87,2,13,112
CSK,SRH,12,114,9,19,157
KKR,RR,7,53,1,16,145
RCB,PBKS,12,113,7,15,133
KKR,GT,9,56,5,12,78
LSG,SRH,8,71,4,19,190
KKR,LSG,5,31,0,7,49
KKR,MI,8,53,2,18,165
RR,RCB,7,64,3,15,174
RR,SRH,13,83,7,15,94
SRH,PBKS,7,55,4,17,159
RR,DC,12,98,3,14,118
RR,MI,10,67,3,19,135
LSG,RR,11,106,5,18,152
PBKS,RR,6,57,3,15,150
CSK,LSG,9,81,0,15,178
DC,SRH,6,51,4,11,98
GT,MI,11,73,5,17,114
MI,GT,15,144,4,20,201
GT,RR,14,134,5,19,192
MI,PBKS,14,112,2,15,127
PBKS,RCB,11,109,2,19,188
KKR,CSK,10,87,0,15,150
PBKS,MI,15,95,1,18,136
RCB,KKR,11,99,5,15,123
RCB,MI,6,37,4,16,106
MI,RCB,10,97,1,14,148
CSK,RR,5,49,4,19,216
DC,RR,14,101,0,19,152
SRH,RR,15,94,5,18,126
GT,PBKS,13,123,7,14,130
PBKS,DC,12,115,4,20,205
SRH,MI,13,105,8,20,154
GT,PBKS,8,54,5,13,85
RR,GT,12,77,5,16,103
DC,CSK,13,96,7,18,120
RCB,CSK,15,140,7,20,180
RR,KKR,13,84,1,14,98
CSK,SRH,14,112,8,20,145
PBKS,RR,9,82,1,11,112
PBKS,DC,8,75,3,9,82
CSK,PBKS,8,78,0,11,124
SRH,PBKS,14,111,7,16,127
KKR,LSG,15,128,5,16,136
CSK,KKR,8,62,2,18,140
MI,SRH,13,96,6,20,143
RCB,SRH,5,47,4,20,166
RR,KKR,8,62,3,20,193
SRH,RCB,10,73,6,19,146
RCB,CSK,9,59,5,17,137
KKR,PBKS,9,73,3,13,108
MI,RCB,13,97,1,18,148
RR,SRH,10,66,0,13,115
CSK,PBKS,6,52,2,7,67
RR,RCB,8,56,0,11,106
MI,DC,11,75,2,16,143
GT,CSK,9,85,0,10,96
KKR,MI,13,92,1,19,160
PBKS,LSG,14,85,3,16,105
CSK,SRH,15,129,2,17,153
PBKS,MI,14,99,9,15,105
KKR,SRH,5,49,4,13,128
DC,RR,9,89,0,19,193
RCB,MI,7,47,4,16,126
RCB,DC,13,114,6,17,138
RR,GT,6,37,0,18,158
MI,RCB,9,70,3,19,194
LSG,MI,9,72,6,15,123
RCB,KKR,14,119,7,19,151
GT,CSK,14,129,3,16,146
MI,RCB,9,76,3,15,131
MI,LSG,6,39,0,9,88
LSG,RCB,9,66,7,17,130
SRH,RCB,6,36,3,15,110
DC,RCB,5,34,1,17,170
GT,DC,9,74,4,15,142
CSK,SRH,5,39,1,10,107
RR,CSK,14,108,0,20,177
PBKS,MI,10,60,1,19,172
GT,CSK,11,75,5,17,127
GT,RR,7,59,2,14,138
SRH,MI,13,110,8,15,124
LSG,KKR,6,56,1,9,104
RCB,RR,7,44,2,13,107
CSK,KKR,7,54,0,11,124
RCB,GT,8,72,2,20,223
MI,GT,6,36,2,12,117
RR,RCB,10,61,8,20,107
RCB,MI,12,72,5,19,148
GT,RCB,14,128,8,15,132
PBKS,MI,13,110,4,14,117
GT,PBKS,11,99,3,12,112
SRH,KKR,7,65,3,9,82
PBKS,SRH,9,64,2,14,104
CSK,RCB,12,118,6,18,163
RCB,SRH,13,78,8,16,102
RR,DC,9,66,3,14,118
PBKS,KKR,6,39,0,16,172
LSG,RCB,5,40,4,18,144
LSG,GT,7,60,5,12,107
RR,GT,10,92,4,14,131
SRH,LSG,10,94,7,12,110
MI,DC,14,131,7,18,152
MI,SRH,6,50,2,8,76
CSK,PBKS,10,72,7,12,82
RR,KKR,14,86,6,17,104
MI,SRH,9,57,0,10,73
CSK,SRH,13,96,9,19,129
RCB,PBKS,11,81,1,18,159
CSK,SRH,12,91,0,20,198
CSK,KKR,15,144,7,20,180
LSG,KKR,14,97,4,17,122
GT,CSK,11,80,7,14,100
MI,DC,5,33,2,9,87
LSG,DC,10,76,5,17,132
CSK,PBKS,10,96,8,20,174
GT,SRH,15,144,9,16,149
KKR,LSG,10,89,3,12,105
DC,GT,7,69,3,13,141
RCB,PBKS,7,52,2,8,65
KKR,SRH,7,46,2,12,92
MI,RCB,8,51,3,14,134
RR,RCB,15,118,1,18,161
DC,MI,11,70,5,14,105
RCB,PBKS,11,68,6,20,152
RCB,RR,9,59,3,11,83
DC,KKR,12,91,2,15,115
GT,MI,5,39,0,6,55
MI,RR,10,60,3,12,78
RR,CSK,11,70,0,17,140
PBKS,MI,12,105,7,18,156
PBKS,RR,12,83,8,15,96
RR,SRH,9,87,5,19,152
GT,MI,6,54,1,12,110
SRH,KKR,15,145,0,16,156
SRH,RR,14,92,1,18,152
RR,DC,6,58,1,8,80
LSG,RR,10,96,2,20,249
RCB,LSG,7,52,4,14,102
GT,RCB,14,112,2,16,130
GT,LSG,8,50,0,11,101
SRH,KKR,7,43,3,12,103
CSK,KKR,10,66,8,12,81
MI,RR,10,63,7,12,81
MI,CSK,14,117,6,19,160
CSK,RR,12,110,0,15,147
SRH,DC,5,38,0,15,168
SRH,RR,7,69,4,13,142
LSG,RCB,11,96,1,17,185
SRH,RR,15,127,5,20,168
SRH,MI,5,47,3,11,101
LSG,CSK,5,44,4,15,152
GT,PBKS,12,105,0,16,153
SRH,GT,5,36,2,17,211
CSK,MI,13,115,5,17,151
GT,RR,12,80,7,18,122
SRH,RCB,8,68,2,15,145
RR,PBKS,15,131,9,20,166
RR,SRH,15,124,9,17,135
LSG,MI,11,75,8,19,139
MI,RCB,15,127,7,16,135
DC,GT,11,107,8,18,158
DC,RR,9,60,2,18,175
RR,SRH,10,80,6,15,129
PBKS,LSG,5,44,0,19,187
SRH,RR,14,108,1,18,173
RCB,LSG,12,73,5,17,111
KKR,SRH,5,32,1,17,210
RR,MI,10,99,3,13,127
SRH,PBKS,13,86,1,14,96
GT,KKR,10,89,7,19,154
PBKS,KKR,9,67,1,20,240
PBKS,RR,12,106,2,18,180
MI,RCB,15,127,0,18,168
MI,RCB,11,70,5,18,150
RR,PBKS,13,115,5,17,147
CSK,KKR,8,70,4,20,177
CSK,DC,11,75,5,17,145
MI,DC,9,76,7,15,126
SRH,RCB,7,55,2,10,101
SRH,MI,8,60,6,9,66
GT,RR,11,75,3,16,115
SRH,RR,13,85,9,14,92
RR,CSK,11,86,8,14,108
KKR,GT,11,81,4,18,136
CSK,RCB,11,69,1,18,185
MI,SRH,8,54,1,15,116
CSK,PBKS,7,44,4,12,95
SRH,PBKS,14,88,6,17,115
RR,MI,7,59,5,8,68
RR,GT,13,114,0,16,147
GT,CSK,5,40,3,6,47
MI,GT,15,123,3,20,190
CSK,RR,13,98,5,18,133
PBKS,KKR,9,74,4,16,139
RR,SRH,8,62,3,9,69
SRH,KKR,12,99,8,15,123
PBKS,MI,10,76,0,15,129
LSG,SRH,7,52,0,10,86
CSK,LSG,5,41,3,16,161
MI,RR,8,77,2,15,179
GT,LSG,9,55,5,11,75
SRH,GT,14,95,7,20,135
PBKS,RCB,14,126,3,16,152
GT,MI,11,85,3,15,129
MI,GT,14,87,8,19,109
MI,RR,7,58,5,10,77
KKR,RR,13,122,6,20,192
KKR,GT,12,92,3,14,113
RR,PBKS,14,124,0,16,148
RCB,MI,9,80,6,14,127
PBKS,KKR,6,55,0,14,185
DC,LSG,11,103,7,19,174
MI,RR,5,34,2,8,64
DC,CSK,14,106,9,18,130
RCB,DC,14,128,9,20,155
GT,RCB,5,37,1,15,145
SRH,RR,11,82,8,17,118
CSK,MI,13,91,2,17,129
KKR,GT,13,100,1,17,137
RR,GT,10,63,6,15,105
RCB,PBKS,11,102,4,12,112
PBKS,LSG,5,47,3,17,152
LSG,SRH,12,79,3,17,148
MI,LSG,6,39,1,9,84
RCB,GT,11,86,0,16,150
RCB,GT,9,64,5,18,149
SRH,RR,13,87,5,20,167
LSG,CSK,5,33,4,20,228
GT,KKR,8,67,1,12,104
KKR,RR,7,50,1,12,111
MI,SRH,6,46,4,7,56
KKR,SRH,13,126,0,15,151
GT,PBKS,8,60,0,13,126
CSK,SRH,15,98,1,20,164
GT,RCB,15,137,0,16,149
DC,MI,9,57,6,10,65
LSG,MI,9,55,3,15,138
RCB,GT,10,79,1,20,244
PBKS,MI,6,37,1,18,234
SRH,MI,9,65,1,14,113
PBKS,DC,15,148,4,17,163
GT,MI,14,112,2,16,132
PBKS,KKR,14,108,6,15,117
RCB,CSK,10,73,8,18,127
RR,LSG,10,94,8,14,115
LSG,MI,6,49,3,19,189
DC,RR,6,56,0,8,77
PBKS,LSG,14,98,8,15,103
RR,KKR,7,65,2,13,116
CSK,KKR,6,51,0,9,90
KKR,MI,5,47,1,13,114
MI,GT,7,66,2,10,107
PBKS,CSK,8,73,2,17,177
DC,PBKS,15,145,4,18,179
KKR,LSG,10,76,4,14,117
KKR,GT,8,68,4,18,155
RR,RCB,12,117,9,16,142
GT,PBKS,14,117,3,15,129
MI,CSK,15,116,2,20,186
DC,CSK,15,120,5,16,131
MI,SRH,5,47,3,15,162
PBKS,LSG,13,106,8,17,135
LSG,RCB,6,48,0,14,145
LSG,MI,13,93,6,18,132
PBKS,KKR,5,34,3,7,54
MI,KKR,14,103,0,17,147
CSK,PBKS,11,96,7,14,122
RR,KKR,9,63,1,18,159
MI,SRH,11,66,8,14,89
CSK,RR,8,74,6,11,103
SRH,RR,15,133,3,16,140
RCB,GT,14,98,8,19,128
MI,PBKS,8,56,4,17,145
LSG,MI,13,113,0,19,178
LSG,SRH,9,72,2,12,106
PBKS,MI,5,39,0,15,210
GT,SRH,11,80,7,13,91
GT,RCB,11,82,6,15,124
DC,CSK,8,66,0,9,80
RR,SRH,8,61,3,10,84
SRH,LSG,15,127,9,16,134
LSG,KKR,5,32,3,15,146
MI,RR,11,105,7,16,152
RR,PBKS,8,58,6,18,147
GT,RR,9,87,1,20,197
KKR,PBKS,12,86,8,19,135
RR,LSG,10,95,0,16,164
MI,RCB,11,106,7,17,149
RR,PBKS,14,135,8,15,139
RCB,KKR,5,39,3,7,66
RCB,LSG,10,80,4,11,88
RCB,CSK,9,86,7,12,107
PBKS,KKR,13,108,1,19,179
RR,RCB,13,109,4,16,137
GT,SRH,15,143,2,20,211
RCB,LSG,14,137,7,16,148
GT,CSK,8,61,4,19,189
GT,LSG,7,58,0,16,179
GT,SRH,7,45,1,13,133
RR,RCB,11,77,4,14,106
PBKS,MI,7,52,1,14,141
CSK,GT,7,47,2,11,102
SRH,MI,13,123,7,19,156
KKR,PBKS,13,83,6,16,108
GT,PBKS,12,113,9,16,135
SRH,MI,15,90,6,19,117
LSG,RCB,10,94,8,12,109
RR,KKR,6,52,4,12,93
RR,CSK,12,87,8,13,94
PBKS,CSK,8,79,1,13,139
PBKS,CSK,10,76,5,18,159
DC,MI,8,63,6,18,134
KKR,MI,11,67,1,12,77
CSK,MI,5,41,1,18,165
CSK,PBKS,13,104,0,14,121
CSK,PBKS,12,75,8,13,81
GT,RCB,5,43,2,18,242
LSG,SRH,5,38,3,18,214
KKR,MI,7,61,1,11,108
DC,CSK,15,111,5,20,170
MI,CSK,12,117,5,16,153
LSG,RCB,15,134,9,18,145
LSG,RCB,9,56,4,19,173
KKR,DC,11,108,3,15,160
RR,CSK,15,106,8,20,141
RCB,PBKS,5,30,4,15,101
RCB,CSK,14,95,9,18,115
KKR,PBKS,6,47,4,19,206
MI,LSG,15,115,8,16,119
RCB,DC,7,61,2,20,213
PBKS,MI,11,91,1,12,106
CSK,SRH,9,56,2,10,70
PBKS,CSK,13,81,6,19,126
DC,KKR,15,130,9,16,135
GT,KKR,11,81,0,16,139
KKR,MI,15,108,0,19,148
SRH,DC,8,60,4,12,98
KKR,CSK,7,43,1,15,157
CSK,KKR,9,69,2,10,83
DC,RCB,13,92,9,15,99
MI,CSK,10,90,6,15,137
KKR,PBKS,9,58,4,19,152
RCB,RR,12,95,6,16,137
KKR,RR,7,69,5,8,80
CSK,RR,5,46,2,11,125
CSK,PBKS,10,72,8,11,78
GT,SRH,14,114,2,17,145
MI,CSK,7,55,4,8,67
SRH,DC,12,100,6,20,180
RR,MI,12,100,0,17,184
SRH,KKR,8,74,0,17,165
MI,CSK,8,56,1,9,72
KKR,PBKS,11,108,6,13,127
KKR,CSK,14,127,2,16,150
RCB,LSG,6,44,2,8,68
SRH,GT,6,42,4,9,78
PBKS,CSK,9,82,3,17,162
LSG,GT,13,123,2,19,189
LSG,PBKS,5,45,3,19,206
RR,RCB,6,45,3,14,133
DC,GT,5,40,3,11,107
SRH,RCB,9,58,0,16,145
SRH,LSG,13,120,5,15,136
KKR,LSG,5,44,3,16,197
KKR,CSK,7,53,0,16,143
CSK,GT,12,82,0,13,94
LSG,RR,9,80,1,10,89
RCB,RR,12,72,8,14,82
SRH,RCB,6,54,0,8,87
RR,PBKS,13,88,4,20,175
PBKS,RR,15,92,0,20,180
LSG,SRH,12,99,8,15,120
LSG,PBKS,6,44,0,15,157
RR,KKR,5,40,2,10,105
RR,SRH,6,50,2,12,138
LSG,MI,11,77,5,12,86
KKR,CSK,13,113,7,15,124
PBKS,LSG,15,138,3,20,198
LSG,RR,11,93,4,16,142
LSG,PBKS,13,79,4,15,103
DC,LSG,15,149,3,17,176
CSK,PBKS,5,31,2,8,66
RCB,LSG,7,44,1,18,152
PBKS,LSG,5,41,3,14,114
RCB,DC,15,146,8,18,163
GT,KKR,5,35,0,10,113
RR,LSG,8,73,2,14,155
RCB,GT,9,65,6,15,116
DC,SRH,15,131,1,20,199
RCB,MI,7,46,5,20,196
PBKS,SRH,15,132,2,18,174
PBKS,KKR,15,90,9,17,97
PBKS,DC,9,72,2,17,139
DC,LSG,14,129,2,16,153
LSG,KKR,6,58,3,15,151
KKR,GT,10,69,5,19,170
PBKS,MI,8,48,4,15,137
LSG,RR,5,40,2,14,155
RR,PBKS,10,69,4,20,150
GT,RCB,9,82,2,19,195
SRH,KKR,13,111,7,20,161
RCB,RR,9,74,2,10,85
RCB,DC,13,78,5,19,119
RR,CSK,12,93,9,17,116
DC,PBKS,6,42,2,16,137
CSK,KKR,6,46,4,17,137
CSK,SRH,15,124,1,16,136
RR,PBKS,9,84,3,12,109
LSG,KKR,13,99,3,15,125
PBKS,RR,9,59,0,12,102
CSK,GT,7,54,2,18,179
RCB,RR,6,38,3,15,122
LSG,RR,12,96,4,14,116
RR,LSG,13,123,6,15,136
GT,SRH,13,94,9,15,103
LSG,RR,6,56,2,13,161
RCB,CSK,6,56,4,8,74
PBKS,KKR,13,80,5,15,97
CSK,LSG,7,44,5,10,65
MI,PBKS,5,40,2,9,93
RCB,SRH,10,79,4,14,116
CSK,KKR,7,49,4,19,131
SRH,GT,11,83,7,17,132
CSK,SRH,5,42,0,18,211
KKR,RR,5,38,3,12,135
KKR,RCB,5,32,4,20,140
KKR,DC,9,65,3,17,124
CSK,SRH,7,56,4,20,172
SRH,RR,14,120,8,15,124
SRH,RR,7,49,3,10,71
SRH,PBKS,7,65,1,19,266
GT,RR,8,58,3,15,132
DC,SRH,14,136,4,17,157
DC,RCB,15,92,6,20,128
LSG,DC,13,116,5,20,183
RCB,LSG,8,63,4,11,88
SRH,GT,10,96,1,12,114
MI,KKR,7,54,0,9,73
MI,CSK,14,89,6,18,126
MI,LSG,15,93,3,16,104
RCB,RR,11,79,5,17,131
DC,SRH,7,51,1,20,209
RCB,MI,9,54,4,17,150
MI,KKR,14,128,8,19,151
MI,LSG,10,73,6,11,80
GT,MI,14,123,0,20,220
RCB,CSK,12,106,5,13,112
LSG,CSK,7,51,3,12,104
RR,SRH,8,56,5,19,183
SRH,GT,6,47,0,7,57
RR,MI,15,114,9,17,126
RR,GT,10,82,8,17,122
LSG,MI,8,76,3,11,118
PBKS,KKR,10,94,3,16,143
SRH,RCB,8,61,3,9,69
GT,LSG,12,117,6,14,129
GT,KKR,6,51,1,20,183
PBKS,CSK,10,73,1,17,150
RCB,RR,13,119,6,18,164
RR,GT,8,57,5,19,184
KKR,RCB,6,54,1,12,153
DC,KKR,10,62,3,19,171
GT,RCB,14,104,0,19,149
SRH,GT,15,122,3,18,163
SRH,RCB,8,63,1,12,100
DC,RCB,6,47,0,15,203
RR,PBKS,11,101,2,12,115
MI,LSG,7,50,3,16,133
SRH,CSK,7,45,0,14,126
RCB,PBKS,14,100,0,15,117
GT,PBKS,5,43,1,19,187
PBKS,LSG,12,99,7,20,139
PBKS,RCB,5,48,4,15,157
CSK,MI,13,93,9,17,121
DC,CSK,8,51,2,18,205
DC,RR,6,38,2,7,47
LSG,PBKS,15,121,7,20,157
DC,PBKS,8,49,2,9,59
SRH,LSG,6,45,4,9,69
DC,RCB,7,64,3,19,234
MI,DC,8,61,1,16,140
RR,GT,12,110,7,18,144
GT,RCB,14,120,3,19,178
RR,KKR,10,92,6,20,193
KKR,RCB,12,92,8,17,113
SRH,GT,11,104,6,17,155
GT,DC,14,108,3,18,139
DC,RCB,12,105,1,13,113
GT,LSG,10,68,0,16,131
RCB,KKR,7,59,2,9,84
GT,MI,7,53,2,14,111
GT,KKR,11,74,7,19,133
DC,PBKS,7,60,3,12,127
RR,PBKS,9,82,4,19,199
KKR,LSG,12,95,1,17,169
RR,DC,5,45,3,13,129
DC,KKR,13,103,0,17,169
RCB,GT,9,70,2,18,210
SRH,GT,8,48,4,13,104
PBKS,GT,5,42,2,6,53
LSG,MI,7,55,1,17,162
SRH,RCB,11,84,1,19,195
CSK,RR,13,102,6,18,131
RCB,KKR,8,53,2,12,102
SRH,DC,9,65,6,19,138
KKR,RR,11,84,1,18,142
CSK,DC,7,69,2,14,165
GT,KKR,12,99,8,15,116
KKR,RR,15,136,7,18,160
CSK,RR,15,92,8,19,112
RCB,DC,15,130,4,20,184
LSG,CSK,12,86,0,20,178
SRH,CSK,7,54,0,15,136
LSG,RCB,12,117,7,17,164
SRH,CSK,10,92,4,15,139
RCB,RR,11,75,1,15,114
SRH,PBKS,5,45,4,11,104
LSG,SRH,8,71,3,13,110
DC,GT,14,94,3,19,134
SRH,DC,15,107,1,19,154
CSK,SRH,5,36,3,8,64
PBKS,RR,15,133,0,20,194
SRH,CSK,9,85,2,17,200
RR,DC,13,103,2,17,145
RCB,SRH,9,77,6,19,157
SRH,GT,15,136,4,16,148
DC,RCB,5,38,4,14,106
KKR,PBKS,8,71,0,16,201
PBKS,LSG,15,125,3,19,176
RR,CSK,9,60,1,19,193
RR,GT,9,69,0,14,144
KKR,SRH,9,87,4,14,134
LSG,GT,10,66,1,13,116
PBKS,DC,6,51,0,10,94
MI,KKR,7,66,0,8,79
RR,MI,13,119,2,16,145
PBKS,KKR,12,115,4,13,123
PBKS,CSK,7,42,4,17,164
GT,SRH,13,99,8,14,103
LSG,RR,9,69,1,19,228
SRH,PBKS,14,89,4,19,154
LSG,RCB,7,59,3,9,84
LSG,RR,12,104,9,18,144
PBKS,RCB,15,123,2,17,146
GT,SRH,9,73,0,18,194
SRH,DC,11,91,4,14,129
MI,RCB,13,101,3,20,171
GT,MI,7,69,2,18,231
RCB,LSG,14,84,6,16,103
GT,KKR,11,75,6,18,125
GT,RCB,5,40,4,12,86
CSK,RR,6,50,3,12,96
DC,SRH,6,48,1,14,168
MI,RR,5,37,3,13,121
RCB,CSK,13,121,5,14,130
DC,RR,15,133,1,19,176
GT,DC,7,66,0,19,248
DC,GT,8,58,4,10,74
CSK,KKR,13,112,7,15,124
SRH,LSG,8,60,6,20,153
SRH,DC,7,53,5,9,73
LSG,KKR,8,51,2,17,128
MI,PBKS,10,91,5,20,163
PBKS,LSG,13,99,6,20,141
LSG,KKR,14,117,4,15,123
DC,GT,5,48,2,11,96
RR,PBKS,9,66,4,18,141
GT,KKR,8,57,4,11,85
RR,DC,14,125,4,17,158
DC,CSK,10,85,3,14,125
MI,DC,6,39,4,19,190
SRH,PBKS,11,109,7,19,158
DC,GT,12,79,6,20,125
CSK,MI,8,66,3,15,145
RCB,SRH,12,119,7,20,184
PBKS,RR,12,84,2,16,135
PBKS,MI,11,79,4,19,180
CSK,GT,8,57,3,17,127
KKR,MI,9,87,1,18,211
GT,DC,5,39,0,14,194
SRH,RR,9,56,3,18,150
GT,SRH,10,92,4,18,174
RR,MI,7,62,3,9,76
GT,CSK,14,136,0,20,219
GT,SRH,10,62,8,14,80
KKR,MI,15,148,6,19,172
LSG,SRH,5,31,3,14,106
KKR,DC,6,50,2,20,228
SRH,GT,10,99,1,17,203
PBKS,LSG,5,40,3,6,52
LSG,DC,13,121,5,16,149
RR,PBKS,13,84,3,20,143
PBKS,MI,8,50,4,16,123
MI,DC,13,122,5,20,176
RR,RCB,10,93,3,11,102
RR,LSG,6,49,4,19,162
GT,PBKS,9,61,1,16,165
LSG,DC,13,118,0,18,186
PBKS,RR,15,122,3,20,179
PBKS,KKR,5,41,3,17,189
RR,LSG,15,135,7,17,149
RCB,MI,9,75,0,12,120
KKR,SRH,9,59,0,17,138
GT,DC,6,48,4,7,57
MI,RR,5,40,0,9,81
DC,SRH,5,35,0,14,169
CSK,RR,15,127,2,17,146
RCB,SRH,8,57,1,19,184
KKR,LSG,10,74,6,12,87
GT,PBKS,7,65,3,17,188
PBKS,CSK,10,89,0,18,191
MI,RCB,13,79,9,18,107
KKR,MI,12,111,6,15,127
SRH,RR,5,37,2,12,143
SRH,LSG,11,102,5,20,202
CSK,PBKS,15,121,7,17,138
RR,CSK,13,114,5,18,153
CSK,PBKS,13,98,4,17,130
DC,LSG,6,38,1,14,163
DC,GT,8,57,2,15,139
MI,LSG,10,91,2,17,184
PBKS,MI,12,78,0,18,144
RR,MI,11,76,0,19,191
RCB,LSG,11,103,1,12,118
CSK,RR,15,114,9,19,131
KKR,PBKS,11,95,0,18,178
MI,LSG,14,95,4,16,114
SRH,PBKS,7,53,5,16,110
MI,RCB,11,89,1,15,139
GT,DC,13,112,4,15,137
MI,KKR,12,82,2,17,131
SRH,CSK,9,63,5,14,93
CSK,PBKS,8,54,1,11,102
RCB,CSK,13,99,5,15,119
MI,GT,12,106,4,13,118
LSG,KKR,8,65,1,20,214
PBKS,LSG,8,52,5,9,60
RR,KKR,12,94,2,13,102
MI,KKR,10,91,5,15,137
CSK,KKR,7,42,5,15,111
PBKS,LSG,10,65,2,14,112
SRH,KKR,10,78,5,19,138
RCB,KKR,8,77,2,18,217
SRH,PBKS,8,51,3,19,184
MI,RR,7,56,3,12,100
DC,PBKS,13,121,6,20,191
RCB,DC,10,66,8,18,103
RR,RCB,14,119,0,17,154
DC,PBKS,14,100,9,19,131
RR,DC,12,88,3,20,176
KKR,RR,8,78,5,17,182
LSG,KKR,8,74,1,12,134
MI,CSK,9,70,5,18,158
PBKS,RR,7,68,3,8,77
DC,LSG,12,107,9,14,119
CSK,SRH,15,106,4,18,136
GT,KKR,12,76,7,19,122
KKR,MI,15,143,1,20,203
PBKS,CSK,10,93,1,16,184
CSK,GT,9,61,7,14,99
PBKS,KKR,12,97,8,13,104
GT,KKR,5,36,2,16,151
RR,CSK,14,88,9,15,94
PBKS,LSG,14,122,6,17,147
DC,LSG,12,85,2,14,108
